cnpj;tipo;abertura;nome;fantasia;natureza_juridica;logradouro;numero;complemento;cep;bairro;municipio;uf;email;telefone;efr;situacao;data_situacao;motivo_situacao;situacao_especial;data_situacao_especial;capital_social
46230439000616;FILIAL;28/04/2008;FUNDACAO PARA O DESENVOLVIMENTO MEDICO E HOSPITALAR;HOSPITAL MANOEL DE ABREU;306-9 - Fundação Privada;SALVADOR FILARDI;6-88;;17051110;VILA SOUTO;BAURU;SP;;1438152680;;ATIVA;19/07/2021;;;;0
46230439001183;FILIAL;17/02/2012;FUNDACAO PARA O DESENVOLVIMENTO MEDICO E HOSPITALAR;MATERNIDADE SANTA ISABEL;306-9 - Fundação Privada;ARAUJO LEITE;2627;;17012250;SANTA TEREZA;BAURU;SP;;1438152680;;ATIVA;17/02/2012;;;;0
46230439000373;FILIAL;26/12/2002;FUNDACAO PARA O DESENVOLVIMENTO MEDICO E HOSPITALAR;HOSPITAL ESTADUAL DE BAURU;306-9 - Fundação Privada;ENG. LUIZ EDMUNDO CARRIJO COUBE;1-100;N. RES. PRES. GEISEL;17033360;JD. SANTOS DUMONT;BAURU;SP;;1468212680;;ATIVA;;;;;0
57571275003207;FILIAL;15/03/2021;FUNDACAO DO ABC;PAI - BAIXADA SANTISTA;127-9 - Fundação Pública de Direito Privado Municipal;RUA OSWALDO CRUZ 197;197;;11045904;BOQUEIRAO;SANTOS;SP;;1126665400;SAO BERNARDO DO CAMPO - SP;ATIVA;15/03/2021;;;;0
57571275001840;FILIAL;14/08/2014;FUNDACAO DO ABC;INST DE INFEC EMILIO RIBAS II;127-9 - Fundação Pública de Direito Privado Municipal;SAO MIGUEL;SN;;11460202;SITIO PAECARA (VICENTE DE CARVALHO);GUARUJA;SP;;1126665400;SAO BERNARDO DO CAMPO - SP;ATIVA;14/08/2014;;;;0
53221255000140;MATRIZ;24/09/1985;ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS;;399-9 - Associação Privada;VICINAL JOAO J. TELLES FILHO;KM 3;;15155000;ZONA RURAL;JACI;SP;;1732839070;;ATIVA;03/11/2005;;;;0
61699567003612;FILIAL;11/08/2011;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;CENTRO DE REABILITACAO LUCY MONTORO SAO JOSE DOS CAMPOS;399-9 - Associação Privada;SAIGIRO NAKAMURA;600;;12220280;VILA INDUSTRIAL;SAO JOSE DOS CAMPOS;SP;;1221384800;;ATIVA;11/08/2011;;;;0
61699567006204;FILIAL;12/06/2015;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL GERAL DE PEDREIRA PADRE MAURILIO MARITANO;399-9 - Associação Privada;JOAO FRANCISCO DE MOURA;251;;04455170;VILA CAMPO GRANDE;SAO PAULO;SP;;1156135900;;ATIVA;12/06/2015;;;;0
61699567005585;FILIAL;23/12/2014;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMBULATORIO MEDICO DE ESPECIALIDADES - AME IDOSO OESTE;399-9 - Associação Privada;ROMA;466;;05050090;LAPA;SAO PAULO;SP;;1142801950;;ATIVA;23/12/2014;;;;0
61687356003589;FILIAL;30/10/2014;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;AMBULATORIO MEDICO DE ESPECIALIDADES-AME BOURROUL;399-9 - Associação Privada;MARTINS FONTES;208;;01050000;CENTRO;SAO PAULO;SP;;1136645050;;ATIVA;30/10/2014;;;;0
61687356000300;FILIAL;14/12/2001;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;HOSPITAL ESTADUAL DE VILA ALPINA - SECONCI-OSS;399-9 - Associação Privada;FRANCISCO FALCONI;1501;;03227000;VILA ALPINA;SAO PAULO;SP;;1136645050;;ATIVA;13/12/2001;;;;0
60742616000674;FILIAL;08/07/1998;CASA DE SAUDE SANTA MARCELINA;OSS S. MARCELINA-HOSP. GERAL S. MARCELINA DO ITAIM PTA.;399-9 - Associação Privada;MARECHAL TITO;6035;;08115100;ITAIM PAULISTA;SAO PAULO;SP;;;;ATIVA;08/07/1998;;;;0
61699567000435;FILIAL;01/12/1998;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL GERAL DE PIRAJUSSARA;399-9 - Associação Privada;IBIRAMA;1214;;06785300;PARQUE INDUSTRIAL DACI;TABOAO DA SERRA;SP;;1135839504;;ATIVA;03/11/2005;;;;0
61699567002489;FILIAL;16/12/2009;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;HOSPITAL DE TRANSPLANTES DR EURYCLIDES DE JESUS ZERBINI;399-9 - Associação Privada;BRIGADEIRO LUIZ ANTONIO;2651;;01401901;JARDIM PAULISTA;SAO PAULO;SP;;1131706103;;ATIVA;16/12/2009;;;;0
61699567007103;FILIAL;29/04/2016;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMBULATORIO MEDICO DE ESPECIALIDADES -AME IDOSO SUDESTE;399-9 - Associação Privada;DOMINGOS DE MORAIS;1947;;04009003;VILA MARIANA;SAO PAULO;SP;;1142802868;;ATIVA;29/04/2016;;;;0
61699567001083;FILIAL;13/12/2005;SPDM - ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA;AMBULATORIO MEDICO DE ESPECIALIDADES MARIA ZELIA;399-9 - Associação Privada;JEQUITINHONHA;368;;03021040;CATUMBI;SAO PAULO;SP;;1135831800;;ATIVA;13/12/2005;;;;0
61687356002507;FILIAL;09/01/2009;SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO - SECONCI-SP;HOSPITAL ESTADUAL DE SAPOPEMBA;399-9 - Associação Privada;MANOEL FRANCA DOS SANTOS;174;;03975130;JARDIM SAPOPEMBA;SAO PAULO;SP;;1136645050;;ATIVA;09/01/2009;;;;0
11344038001412;MATRIZ;20/05/2019;INSTITUTO NACIONAL DE TECNOLOGIA E SAUDE;UNIDADE BERTIOGA;399-9 - Associação Privada;CLAUDIO CESAR DE AGUIAR MAURIZ;433;QUADRA15 LOTE 16;11250297;CENTRO;BERTIOGA;SP;;7130181212;;ATIVA;20/05/2019;;;;0
99999999999999;;;SEM NOME REGISTRADO;;;;;;;;;;;;;;;;;;
99999999999998;;;INSTITUTO ACQUA;;;;;;;;;;;;;;;;;;
99999999999997;;;ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA;;;;;;;;;;;;;;;;;;
99999999999996;;;AFNE;;;;;;;;;;;;;;;;;;
99999999999995;;;ASSOCIAÇÃO LAR SÃO FRANCISCO DE ASSIS NA PROVIDÊNCIA DE DEUS;;;;;;;;;;;;;;;;;;
99999999999994;;;ASSOCIAÇÃO MAHATMA GANDHI;;;;;;;;;;;;;;;;;;
99999999999993;;;ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE E INFÂNCIA DE CASTRO ALVES;;;;;;;;;;;;;;;;;;
99999999999992;;;ORGANIZAÇÃO SOCIAL ASSOCIAÇÃO DAS SENHORAS CRISTÃS BENEDITA FERNANDES;;;;;;;;;;;;;;;;;;
99999999999991;;;ASSOCIAÇÃO SAÚDE DA FAMÍLIA - ASF;;;;;;;;;;;;;;;;;;
99999999999990;;;ASSOCIAÇÃO TAQUARIENSE DE SAÚDE;;;;;;;;;;;;;;;;;;
99999999999989;;;SANTA CASA DE MISERICÓRDIA DA BAHIA;;;;;;;;;;;;;;;;;;
99999999999988;;;IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE BIRIGUI;;;;;;;;;;;;;;;;;;
99999999999987;;;CENTRO DE ESTUDOS E PESQUISAS DR JOAO AMORIM;;;;;;;;;;;;;;;;;;
99999999999986;;;CRUZ VERMELHA BRASILEIRA;;;;;;;;;;;;;;;;;;
99999999999985;;;FUNDAÇÃO FACULDADE DE MEDICINA;;;;;;;;;;;;;;;;;;
99999999999984;;;FUNDAÇÃO HOSPITALAR GETÚLIO VARGAS;;;;;;;;;;;;;;;;;;
99999999999983;;;FUNDAÇÃO JOSÉ SILVEIRA;;;;;;;;;;;;;;;;;;
99999999999982;;;FUNDAÇÃO DO ABC;;;;;;;;;;;;;;;;;;
99999999999981;;;INSTITUTO DE GESTÃO EM SAÚDE;;;;;;;;;;;;;;;;;;
99999999999980;;;INSTITUTO GNOSIS;;;;;;;;;;;;;;;;;;
99999999999979;;;HOSPITAL ALEMÃO OSWALDO CRUZ;;;;;;;;;;;;;;;;;;
99999999999978;;;HOSPITAL E MATERNIDADE THEREZINHA DE JESUS - HMTJ;;;;;;;;;;;;;;;;;;
99999999999977;;;HOSPITAL E MATERNIDADE THEREZINHA DE JESUS;;;;;;;;;;;;;;;;;;
09652823000176;MATRIZ;17/06/2008;INSTITUTO BRASIL SAUDE;IBR SAUDE;399-9 - Associação Privada;AL SANTOS;193;;01.419-000;CERQUEIRA CESAR;SAO PAULO;SP;PARALEGAL@SCRITACONTABIL.COM.BR;(11) 5105-4200;;ATIVA;;;;;
99999999999976;;;INSTITUTO BRASILEIRO DE ADMINISTRAÇÃO HOSPITALAR;;;;;;;;;;;;;;;;;;
99999999999975;;;INSTITUTO BRASILEIRO DE DESENVOLVIMENTO SOCIAL;;;;;;;;;;;;;;;;;;
99999999999974;;;INSTITUTO BRASILEIRO DE GESTÃO HOSPITALAR – IBGH;;;;;;;;;;;;;;;;;;
